date,Microsoft stock_unscaled
2018-12-29,25
2018-12-30,23
2018-12-31,47
2019-01-01,23
2019-01-02,58
2019-01-03,76
2019-01-04,72
2019-01-05,27
2019-01-06,10
2019-01-07,56
2019-01-08,62
2019-01-09,62
2019-01-10,49
2019-01-11,49
2019-01-12,20
2019-01-13,14
2019-01-14,39
2019-01-15,60
2019-01-16,77
2019-01-17,52
2019-01-18,67
2019-01-19,20
2019-01-20,14
2019-01-21,25
2019-01-22,42
2019-01-23,50
2019-01-24,56
2019-01-25,51
2019-01-26,29
2019-01-27,17
2019-01-28,42
2019-01-29,59
2019-01-30,88
2019-01-31,100
2019-02-01,77
2019-02-02,31
2019-02-03,29
2019-02-04,70
2019-02-05,100
2019-02-06,69
2019-02-07,63
2019-02-08,69
2019-02-09,29
2019-02-10,5
2019-02-11,66
2019-02-12,57
2019-02-13,55
2019-02-14,82
2019-02-15,61
2019-02-16,26
2019-02-17,16
2019-02-18,26
2019-02-19,52
2019-02-20,85
2019-02-21,74
2019-02-22,80
2019-02-23,25
2019-02-24,28
2019-02-25,75
2019-02-26,92
2019-02-27,72
2019-02-28,64
2019-03-01,59
2019-03-02,25
2019-03-03,16
2019-03-04,49
2019-03-05,68
2019-03-06,72
2019-03-07,51
2019-03-08,61
2019-03-09,19
2019-03-10,13
2019-03-11,60
2019-03-12,61
2019-03-13,67
2019-03-14,70
2019-03-15,75
2019-03-16,36
2019-03-17,30
2019-03-18,80
2019-03-19,88
2019-03-20,87
2019-03-21,90
2019-03-22,100
2019-03-23,27
2019-03-24,25
2019-03-25,75
2019-03-26,74
2019-03-27,84
2019-03-28,66
2019-03-29,73
2019-03-30,10
2019-03-31,15
2019-04-01,37
2019-04-02,40
2019-04-03,44
2019-04-04,44
2019-04-05,37
2019-04-06,13
2019-04-07,13
2019-04-08,32
2019-04-09,33
2019-04-10,41
2019-04-11,35
2019-04-12,48
2019-04-13,17
2019-04-14,12
2019-04-15,29
2019-04-16,35
2019-04-17,43
2019-04-18,33
2019-04-19,20
2019-04-20,16
2019-04-21,7
2019-04-22,38
2019-04-23,50
2019-04-24,79
2019-04-25,100
2019-04-26,69
2019-04-27,24
2019-04-28,11
2019-04-29,42
2019-04-30,52
2019-05-01,100
2019-05-02,77
2019-05-03,97
2019-05-04,30
2019-05-05,25
2019-05-06,74
2019-05-07,82
2019-05-08,71
2019-05-09,58
2019-05-10,73
2019-05-11,30
2019-05-12,20
2019-05-13,86
2019-05-14,80
2019-05-15,82
2019-05-16,75
2019-05-17,81
2019-05-18,34
2019-05-19,20
2019-05-20,63
2019-05-21,91
2019-05-22,61
2019-05-23,58
2019-05-24,66
2019-05-25,27
2019-05-26,12
2019-05-27,15
2019-05-28,44
2019-05-29,66
2019-05-30,63
2019-05-31,67
2019-06-01,21
2019-06-02,15
2019-06-03,58
2019-06-04,73
2019-06-05,67
2019-06-06,83
2019-06-07,94
2019-06-08,49
2019-06-09,36
2019-06-10,100
2019-06-11,91
2019-06-12,78
2019-06-13,73
2019-06-14,66
2019-06-15,25
2019-06-16,22
2019-06-17,54
2019-06-18,80
2019-06-19,68
2019-06-20,64
2019-06-21,66
2019-06-22,30
2019-06-23,15
2019-06-24,74
2019-06-25,90
2019-06-26,72
2019-06-27,70
2019-06-28,62
2019-06-29,31
2019-06-30,23
2019-07-01,43
2019-07-02,36
2019-07-03,28
2019-07-04,19
2019-07-05,30
2019-07-06,15
2019-07-07,8
2019-07-08,35
2019-07-09,31
2019-07-10,37
2019-07-11,43
2019-07-12,42
2019-07-13,13
2019-07-14,12
2019-07-15,47
2019-07-16,44
2019-07-17,41
2019-07-18,80
2019-07-19,100
2019-07-20,20
2019-07-21,16
2019-07-22,41
2019-07-23,42
2019-07-24,44
2019-07-25,47
2019-07-26,49
2019-07-27,21
2019-07-28,11
2019-07-29,38
2019-07-30,43
2019-07-31,51
2019-08-01,93
2019-08-02,68
2019-08-03,24
2019-08-04,13
2019-08-05,75
2019-08-06,100
2019-08-07,85
2019-08-08,62
2019-08-09,64
2019-08-10,19
2019-08-11,17
2019-08-12,48
2019-08-13,70
2019-08-14,65
2019-08-15,86
2019-08-16,63
2019-08-17,27
2019-08-18,20
2019-08-19,54
2019-08-20,63
2019-08-21,63
2019-08-22,48
2019-08-23,42
2019-08-24,21
2019-08-25,15
2019-08-26,60
2019-08-27,53
2019-08-28,49
2019-08-29,60
2019-08-30,55
2019-08-31,19
2019-09-01,16
2019-09-02,17
2019-09-03,49
2019-09-04,49
2019-09-05,57
2019-09-06,60
2019-09-07,19
2019-09-08,16
2019-09-09,55
2019-09-10,67
2019-09-11,64
2019-09-12,65
2019-09-13,70
2019-09-14,24
2019-09-15,14
2019-09-16,57
2019-09-17,51
2019-09-18,56
2019-09-19,100
2019-09-20,76
2019-09-21,36
2019-09-22,20
2019-09-23,62
2019-09-24,63
2019-09-25,74
2019-09-26,78
2019-09-27,73
2019-09-28,22
2019-09-29,19
2019-09-30,50
2019-10-01,46
2019-10-02,59
2019-10-03,52
2019-10-04,63
2019-10-05,20
2019-10-06,14
2019-10-07,43
2019-10-08,52
2019-10-09,44
2019-10-10,47
2019-10-11,58
2019-10-12,13
2019-10-13,11
2019-10-14,47
2019-10-15,62
2019-10-16,43
2019-10-17,51
2019-10-18,52
2019-10-19,13
2019-10-20,14
2019-10-21,58
2019-10-22,60
2019-10-23,84
2019-10-24,93
2019-10-25,90
2019-10-26,85
2019-10-27,36
2019-10-28,100
2019-10-29,76
2019-10-30,60
2019-10-31,53
2019-11-01,82
2019-11-02,40
2019-11-03,25
2019-11-04,92
2019-11-05,82
2019-11-06,60
2019-11-07,92
2019-11-08,76
2019-11-09,35
2019-11-10,24
2019-11-11,70
2019-11-12,80
2019-11-13,85
2019-11-14,93
2019-11-15,100
2019-11-16,55
2019-11-17,26
2019-11-18,89
2019-11-19,81
2019-11-20,86
2019-11-21,92
2019-11-22,78
2019-11-23,35
2019-11-24,17
2019-11-25,74
2019-11-26,79
2019-11-27,75
2019-11-28,27
2019-11-29,38
2019-11-30,22
2019-12-01,20
2019-12-02,72
2019-12-03,77
2019-12-04,79
2019-12-05,78
2019-12-06,81
2019-12-07,31
2019-12-08,26
2019-12-09,55
2019-12-10,70
2019-12-11,73
2019-12-12,86
2019-12-13,100
2019-12-14,37
2019-12-15,17
2019-12-16,87
2019-12-17,77
2019-12-18,81
2019-12-19,86
2019-12-20,97
2019-12-21,36
2019-12-22,28
2019-12-23,78
2019-12-24,86
2019-12-25,27
2019-12-26,88
2019-12-27,83
2019-12-28,33
2019-12-29,27
2019-12-30,77
2019-12-31,85
2020-01-01,11
2020-01-02,44
2020-01-03,49
2020-01-04,19
2020-01-05,12
2020-01-06,34
2020-01-07,36
2020-01-08,42
2020-01-09,58
2020-01-10,48
2020-01-11,15
2020-01-12,13
2020-01-13,43
2020-01-14,38
2020-01-15,58
2020-01-16,40
2020-01-17,64
2020-01-18,18
2020-01-19,13
2020-01-20,18
2020-01-21,47
2020-01-22,45
2020-01-23,44
2020-01-24,45
2020-01-25,8
2020-01-26,11
2020-01-27,46
2020-01-28,51
2020-01-29,79
2020-01-30,100
2020-01-31,71
2020-02-01,10
2020-02-02,11
2020-02-03,32
2020-02-04,45
2020-02-05,55
2020-02-06,47
2020-02-07,47
2020-02-08,16
2020-02-09,11
2020-02-10,47
2020-02-11,63
2020-02-12,54
2020-02-13,46
2020-02-14,49
2020-02-15,15
2020-02-16,10
2020-02-17,15
2020-02-18,35
2020-02-19,43
2020-02-20,41
2020-02-21,40
2020-02-22,14
2020-02-23,9
2020-02-24,49
2020-02-25,63
2020-02-26,61
2020-02-27,76
2020-02-28,100
2020-02-29,32
2020-03-01,17
2020-03-02,63
2020-03-03,58
2020-03-04,50
2020-03-05,38
2020-03-06,49
2020-03-07,16
2020-03-08,10
2020-03-09,78
2020-03-10,71
2020-03-11,65
2020-03-12,95
2020-03-13,100
2020-03-14,42
2020-03-15,19
2020-03-16,77
2020-03-17,86
2020-03-18,92
2020-03-19,84
2020-03-20,78
2020-03-21,37
2020-03-22,27
2020-03-23,77
2020-03-24,75
2020-03-25,74
2020-03-26,65
2020-03-27,58
2020-03-28,22
2020-03-29,17
2020-03-30,56
2020-03-31,59
2020-04-01,91
2020-04-02,77
2020-04-03,71
2020-04-04,29
2020-04-05,22
2020-04-06,69
2020-04-07,80
2020-04-08,76
2020-04-09,70
2020-04-10,39
2020-04-11,20
2020-04-12,20
2020-04-13,55
2020-04-14,68
2020-04-15,70
2020-04-16,77
2020-04-17,86
2020-04-18,27
2020-04-19,20
2020-04-20,66
2020-04-21,70
2020-04-22,61
2020-04-23,69
2020-04-24,54
2020-04-25,20
2020-04-26,21
2020-04-27,63
2020-04-28,69
2020-04-29,100
2020-04-30,98
2020-05-01,95
2020-05-02,38
2020-05-03,32
2020-05-04,81
2020-05-05,100
2020-05-06,100
2020-05-07,94
2020-05-08,82
2020-05-09,38
2020-05-10,27
2020-05-11,82
2020-05-12,91
2020-05-13,88
2020-05-14,79
2020-05-15,75
2020-05-16,27
2020-05-17,19
2020-05-18,74
2020-05-19,85
2020-05-20,79
2020-05-21,69
2020-05-22,67
2020-05-23,20
2020-05-24,21
2020-05-25,24
2020-05-26,73
2020-05-27,79
2020-05-28,86
2020-05-29,56
2020-05-30,21
2020-05-31,15
2020-06-01,49
2020-06-02,51
2020-06-03,57
2020-06-04,47
2020-06-05,72
2020-06-06,25
2020-06-07,17
2020-06-08,64
2020-06-09,68
2020-06-10,90
2020-06-11,100
2020-06-12,81
2020-06-13,31
2020-06-14,22
2020-06-15,62
2020-06-16,77
2020-06-17,71
2020-06-18,61
2020-06-19,63
2020-06-20,22
2020-06-21,18
2020-06-22,76
2020-06-23,82
2020-06-24,83
2020-06-25,77
2020-06-26,76
2020-06-27,29
2020-06-28,24
2020-06-29,67
2020-06-30,64
2020-07-01,86
2020-07-02,96
